322,113,39,84
310,122,49,77
304,123,46,80
301,123,41,79
302,122,38,76
305,123,40,80
306,128,45,83
307,125,40,81
307,124,45,87
307,122,42,84
307,122,39,84
308,121,37,83
310,120,48,80
312,117,57,83
314,116,43,87
317,113,45,92
318,107,39,102
321,103,39,105
323,101,33,103
327,100,28,103
324,110,29,101
324,101,27,108
325,119,23,104
324,98,22,106
323,98,22,107
320,95,26,111
320,94,25,113
320,96,27,112
318,96,30,108
318,93,32,108
321,92,38,109
319,92,38,110
312,91,42,114
302,89,42,109
298,90,42,102
291,87,49,100
291,86,46,98
289,85,49,102
289,87,48,102
288,87,48,101
285,87,53,100
282,92,59,101
277,89,64,101
276,90,69,104
274,90,69,100
269,88,77,101
265,88,83,101
258,91,90,94
255,92,97,89
253,93,98,91
260,91,92,90
268,83,80,95
279,79,70,103
287,78,58,96
294,75,49,86
305,76,35,81
315,78,29,82
320,80,22,77
316,84,24,70
314,85,26,68
312,86,29,69
308,92,33,71
298,87,40,71
288,87,50,74
284,102,61,70
315,151,71,65
278,123,82,72
278,128,83,86
277,137,82,73
276,149,80,59
275,151,61,50
274,153,59,47
275,160,57,40
275,162,55,41
276,162,54,41
276,162,57,42
277,162,57,44
274,163,61,41
274,163,64,42
273,163,66,43
273,165,70,43
272,166,75,41
272,169,78,38
271,169,84,39
273,168,77,40
271,169,86,42
270,172,91,38
269,171,91,41
270,174,94,38
272,174,92,37
275,172,86,38
274,171,92,42
273,170,87,40
274,168,80,40
275,171,84,35
275,166,80,38
275,165,80,37
274,164,82,39
273,166,89,37
271,165,85,37
273,166,78,35
272,167,73,36
270,166,74,36
270,166,71,37
270,165,73,38
268,164,74,37
270,163,73,40
270,163,72,38
270,161,72,41
270,160,75,41
270,162,74,36
271,161,69,40
270,160,74,41
270,158,66,39
271,157,71,39
270,156,73,38
270,155,70,38
271,153,67,36
269,154,67,40
268,155,73,39
266,156,74,40
270,155,68,37
267,155,67,39
269,156,70,38
270,154,68,41
271,152,68,39
273,153,62,38
272,152,68,37
274,149,66,38
274,149,65,36
274,148,67,36
275,148,67,36
277,146,65,37
278,148,64,35
279,146,64,36
280,147,61,36
283,144,56,39
284,143,55,40
285,141,49,41
286,134,47,46
286,131,46,49
283,130,48,50
283,136,47,47
279,139,52,46
274,140,57,44
274,141,58,43
274,144,58,43
273,144,59,45
273,143,61,42
273,142,60,45
276,141,61,48
280,142,59,48
287,144,55,46
292,151,48,42
292,153,49,41
293,159,53,44
293,169,55,32
299,167,52,33
303,163,48,37
305,173,49,29
306,172,54,32
307,178,58,28
306,180,61,27
307,180,64,29
307,180,67,25
308,176,71,27
306,174,77,28
305,172,79,28
302,173,85,27
302,171,83,30
300,171,91,29
300,168,89,32
301,166,89,36
300,163,95,42
299,163,100,39
301,160,101,40
302,160,99,35
303,159,98,34
304,156,98,34
306,156,98,33
308,155,95,30
312,154,89,33
316,156,85,28
321,155,80,28
327,154,76,27
326,152,78,28
328,152,81,27
330,151,86,33
334,151,87,30
332,151,88,30
331,149,91,30
329,147,92,31
339,146,91,30
339,146,85,28
303,144,86,29
294,139,86,35
292,137,88,37
279,136,102,41
275,134,107,39
267,132,115,38
251,132,115,34
247,130,114,41
244,130,109,46
235,127,122,52
233,127,136,50
234,126,147,45
210,127,148,41
211,124,140,46
206,123,139,40
212,117,137,40
212,118,135,40
180,120,155,34
211,117,165,37
207,119,174,39
154,120,180,37
177,117,178,40
195,114,185,48
169,116,189,42
178,111,188,52
151,114,186,45
149,114,192,46
151,115,201,46
158,114,200,49
113,118,208,45
175,116,217,43
174,116,215,43
175,116,208,41
176,117,204,45
176,118,206,44
176,118,207,41
176,116,212,45
175,117,213,43
175,116,214,44
175,117,213,44
176,119,209,44
176,123,208,38
152,129,207,38
180,131,200,35
182,132,193,35
157,134,197,38
170,134,196,34
144,132,196,34
134,123,204,43
122,127,209,39
177,124,216,40
309,140,201,54
302,131,175,60
287,127,187,60
260,117,204,68
240,106,224,71
236,95,221,80
235,95,216,77
244,93,195,82
254,98,194,72
247,94,191,74
233,84,208,84
274,101,186,74
303,115,181,64
295,106,162,64
330,129,156,42
330,129,156,42
292,105,137,58
281,96,144,73
284,95,145,82
288,92,143,89
281,80,148,103
263,69,169,114
257,71,177,113
248,61,188,117
248,48,178,136
247,42,169,150
242,31,182,167
242,27,157,206
242,27,157,206
242,27,157,206
242,27,157,206
242,27,157,206
242,27,157,206
281,36,129,209
281,13,125,229
319,65,130,192
293,17,104,195
368,107,105,167
373,161,107,152
304,33,101,162
294,13,113,188
276,3,143,202
260,7,156,225
254,3,150,231
265,7,126,234
345,66,161,191
270,1,126,223
336,42,99,188
303,17,106,192
279,1,123,207
267,-2,142,217
272,6,138,221
260,-3,154,211
257,2,144,238
248,7,147,230
235,7,138,245
247,12,168,244
229,10,150,231
258,6,163,230
252,1,178,216
232,0,212,204
223,7,244,185
227,6,256,188
232,5,274,192
236,0,304,209
234,-9,344,239
277,152,328,188
233,-6,303,182
340,47,279,191
379,49,239,194
218,-1,269,164
378,43,250,156
396,50,218,140
380,37,213,138
308,26,227,135
207,2,250,93
253,31,244,112
378,28,242,132
399,34,216,132
399,34,216,132
399,34,216,132
253,6,236,127
206,57,255,122
213,57,285,126
215,43,305,158
155,130,318,113
164,110,357,115
162,43,379,149
148,124,345,153
148,108,355,138
145,60,357,171
254,200,373,157
258,179,375,183
258,179,375,183
258,179,375,183
258,179,375,183
253,187,392,176
260,212,376,150
114,93,412,182
241,197,389,157
167,88,379,188
125,135,364,152
105,109,411,125
111,126,432,137
115,43,450,191
232,9,410,129
124,102,397,132
144,137,420,111
150,80,436,154
118,81,434,197
192,101,436,199
301,25,342,168
333,12,300,202
346,13,285,203
364,22,267,241
335,13,250,182
309,23,282,188
307,37,288,146
283,50,298,114
269,47,309,121
263,54,276,115
262,59,249,114
259,72,229,106
311,69,242,98
310,71,274,126
340,77,283,134
315,77,285,116
336,89,283,111
304,92,297,109
316,95,287,96
330,103,266,80
322,103,262,70
318,95,247,67
249,91,236,59
245,75,214,74
235,60,221,94
241,42,219,121
231,30,243,144
240,23,238,163
242,13,245,193
265,22,216,188
256,2,210,198
331,47,182,168
349,72,160,148
281,0,144,163
297,7,129,154
309,11,110,150
314,7,107,151
320,8,103,152
374,61,122,151
328,11,129,157
369,64,119,125
384,81,127,117
386,86,135,108
341,22,115,117
354,10,84,120
360,7,60,128
359,6,60,130
345,6,76,132
337,4,87,134
333,17,95,128
336,37,88,112
329,58,97,89
324,79,101,70
318,104,105,49
312,124,110,34
315,131,110,43
314,148,105,48
302,169,87,48
368,189,94,49
368,146,90,58
397,143,73,64
425,173,70,63
419,132,73,57
432,123,89,40
443,94,73,47
421,72,65,51
388,69,60,48
358,77,55,52
351,108,65,46
328,134,65,47
343,144,71,53
354,167,54,59
380,174,55,61
411,173,52,55
412,140,65,62
425,132,61,62
425,105,49,56
403,82,57,60
374,78,49,51
352,85,52,57
330,107,41,58
329,142,34,58
338,172,43,65
361,197,51,73
392,144,45,76
413,186,61,81
415,146,69,93
422,149,73,71
405,132,81,67
401,129,77,52
389,133,72,54
373,141,57,62
381,149,43,73
384,150,41,77
389,148,40,80
393,149,39,79
400,151,39,73
407,155,46,64
404,151,57,54
421,151,47,43
419,145,52,41
417,139,56,43
416,135,59,42
423,133,52,43
424,136,50,36
414,129,63,38
396,120,80,43
412,121,77,39
422,117,73,40
441,116,64,41
448,114,54,40
407,101,56,49
401,105,75,50
393,104,84,52
385,102,92,50
460,90,98,58
376,104,118,50
374,100,118,53
369,101,129,51
361,96,140,55
355,100,154,50
347,99,160,48
335,98,173,51
333,99,183,55
329,102,192,50
327,105,200,49
321,104,212,48
319,108,213,43
314,107,228,45
304,106,247,48
289,103,275,50
293,99,292,55
273,86,325,72
270,93,341,62
275,86,351,75
266,93,375,65
264,89,374,68
265,87,373,75
262,94,369,63
260,86,367,72
187,84,403,77
258,88,391,69
245,91,384,70
249,94,336,61
254,92,308,58
257,97,287,52
257,100,281,49
253,97,278,56
255,97,264,53
252,105,251,48
252,107,246,46
247,112,237,40
267,110,220,44
256,114,219,39
262,116,206,39
272,119,193,37
272,117,187,40
272,119,186,41
269,119,189,38
269,121,183,39
271,124,177,36
267,126,178,35
265,127,175,35
267,127,168,36
268,128,160,36
267,135,158,31
266,138,154,27
265,139,149,28
267,142,145,27
266,145,141,27
265,149,138,27
264,149,138,31
264,150,137,34
264,154,131,32
263,155,130,32
264,157,125,31
264,159,124,31
265,158,121,33
264,160,119,32
261,161,119,31
260,160,121,32
261,160,116,35
259,163,117,34
261,165,115,33
262,163,111,35
263,165,110,35
263,167,108,33
266,167,103,33
265,168,105,33
267,169,102,33
269,170,99,33
268,171,102,32
267,172,102,30
268,170,98,33
268,171,98,31
271,171,94,30
271,172,93,30
270,172,96,31
271,173,95,29
271,171,95,31
273,172,91,31
273,171,93,31
273,171,92,32
275,173,90,30
275,170,87,32
276,171,87,33
276,169,87,34
280,169,83,36
281,169,84,38
282,169,80,34
283,168,81,35
284,166,79,39
286,169,77,35
287,169,81,35
286,169,78,35
288,170,79,36
288,171,79,33
291,171,73,34
291,171,71,34
292,172,69,32
294,173,72,34
296,173,67,31
296,173,67,34
296,174,69,32
297,174,69,33
298,174,72,32
299,173,66,32
300,174,69,32
301,173,67,31
302,173,69,33
301,174,62,34
288,167,67,35
300,174,67,34
302,174,68,35
299,175,65,36
295,173,60,33
295,173,53,30
298,174,53,33
291,163,41,37
296,161,36,38
299,163,33,34
300,161,32,33
301,157,33,37
301,155,34,35
303,152,28,37
303,147,29,37
307,142,31,38
311,135,35,46
314,132,41,53
317,126,39,60
319,120,39,67
319,116,42,72
319,114,38,67
317,116,39,62
315,116,39,62
317,117,37,60
321,114,32,65
326,115,26,68
332,115,19,69
332,118,19,64
331,119,17,61
329,122,19,63
328,127,19,62
327,136,18,57
325,151,22,47
323,164,29,40
321,168,31,34
319,173,34,29
319,173,38,33
317,176,43,31
308,165,42,39
304,160,47,47
301,155,53,54
293,146,64,64
291,143,68,69
285,136,76,75
286,137,75,73
289,134,72,75
288,137,68,66
286,135,67,65
283,138,67,61
279,139,68,60
277,141,71,56
274,144,72,49
269,147,74,50
264,149,78,46
261,150,82,48
265,147,74,50
267,144,74,58
267,139,67,55
266,132,63,60
266,127,57,60
264,123,60,66
262,124,54,61
262,122,57,68
260,121,58,68
257,120,57,68
255,118,57,67
252,116,57,62
250,114,58,66
249,110,61,69
249,106,61,72
247,105,63,75
244,102,62,70
240,101,71,66
234,102,82,62
233,101,78,58
230,97,82,60
231,93,73,63
231,94,72,61
228,97,81,50
225,102,94,38
223,107,82,31
226,105,73,36
229,102,66,48
235,101,54,56
242,97,39,66
243,92,32,77
246,88,26,84
247,89,23,92
246,88,22,91
243,88,21,95
240,87,22,98
238,91,22,97
236,95,20,94
232,97,21,96
225,98,26,100
216,98,31,100
212,108,30,98
207,118,29,95
199,128,32,92
190,135,35,96
185,150,34,86
184,156,31,80
182,164,28,71
180,170,24,63
179,175,22,60
175,175,23,59
177,177,22,56
177,179,21,54
178,184,22,48
180,187,21,44
179,188,24,42
179,190,23,40
179,189,24,41
178,189,24,42
178,188,24,42
180,189,23,41
179,187,24,42
179,188,25,41
177,190,26,39
179,191,24,40
178,189,26,40
174,188,28,42
171,188,32,42
169,192,35,38
165,194,37,36
165,196,38,33
166,195,39,33
163,194,40,36
162,198,39,32
158,193,41,37
155,192,43,38
152,191,46,36
151,191,56,34
150,191,70,31
145,191,79,26
145,194,88,21
151,192,82,23
155,193,77,26
158,193,67,28
161,193,59,32
165,190,52,37
167,188,47,40
169,189,41,43
162,187,36,44
168,186,26,46
169,190,21,42
169,194,21,40
172,190,27,40
167,190,30,40
163,191,28,42
152,193,34,42
147,194,40,37
143,195,43,36
131,203,47,29
156,197,54,30
147,199,69,30
134,201,84,26
129,199,92,32
132,201,96,32
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
129,204,103,29
